timestamp,api_key,ip,endpoint,status,response_time_ms,traffic_type
2026-02-11 12:18:26.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/config,FAIL,132,BOT
2026-02-11 12:18:26.271982,4850f688-8812-4442-a7fd-3f60ba665697,192.168.1.16,/updateProfile,SUCCESS,447,NORMAL
2026-02-11 12:18:27.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/debug,SUCCESS,137,BOT
2026-02-11 12:18:27.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/downloadReport,SUCCESS,74,BOT
2026-02-11 12:18:27.271982,5d008235-b74b-4e09-9fc5-1f0d150e8db6,192.168.1.10,/downloadReport,SUCCESS,203,NORMAL
2026-02-11 12:18:27.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/downloadReport,SUCCESS,92,BOT
2026-02-11 12:18:27.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.24,/updateProfile,SUCCESS,237,NORMAL
2026-02-11 12:18:27.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/internal,FAIL,73,BOT
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/downloadReport,SUCCESS,82,BOT
2026-02-11 12:18:28.271982,c6f3bc36-141e-4afb-8721-b53f5e50bcee,192.168.1.24,/downloadReport,SUCCESS,362,NORMAL
2026-02-11 12:18:28.271982,4850f688-8812-4442-a7fd-3f60ba665697,192.168.1.8,/getProfile,SUCCESS,234,NORMAL
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/downloadReport,FAIL,121,BOT
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/getData,SUCCESS,125,BOT
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/downloadReport,SUCCESS,45,BOT
2026-02-11 12:18:28.271982,30cb2157-38aa-4508-ae67-bab4053a3d32,192.168.1.1,/updateProfile,SUCCESS,424,NORMAL
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/internal,SUCCESS,42,BOT
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/config,SUCCESS,65,BOT
2026-02-11 12:18:28.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/updateProfile,FAIL,105,BOT
2026-02-11 12:18:28.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.8,/downloadReport,SUCCESS,272,NORMAL
2026-02-11 12:18:29.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/internal,SUCCESS,87,BOT
2026-02-11 12:18:29.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/getData,SUCCESS,47,BOT
2026-02-11 12:18:29.271982,c811ae64-3746-4724-9142-276506f99d2f,192.168.1.10,/updateProfile,SUCCESS,205,NORMAL
2026-02-11 12:18:29.271982,bad3fa47-4c05-4ce3-8825-b0809a911961,192.168.1.4,/updateProfile,SUCCESS,136,NORMAL
2026-02-11 12:18:30.271982,c798f024-fc52-4ff3-9027-d71f8dd606f8,192.168.1.17,/getData,SUCCESS,312,NORMAL
2026-02-11 12:18:30.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/debug,SUCCESS,87,BOT
2026-02-11 12:18:30.271982,b5c2a717-579a-4efe-87a8-1539cbf57a74,192.168.1.9,/getProfile,SUCCESS,239,NORMAL
2026-02-11 12:18:30.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/downloadReport,SUCCESS,139,BOT
2026-02-11 12:18:30.271982,b9d4405b-da58-4fa3-9568-9f61190139d4,192.168.1.19,/updateProfile,SUCCESS,143,NORMAL
2026-02-11 12:18:30.271982,c798f024-fc52-4ff3-9027-d71f8dd606f8,192.168.1.4,/getData,SUCCESS,416,NORMAL
2026-02-11 12:18:30.271982,ce49750e-bbf7-4a8e-a210-838da9fa2031,192.168.1.23,/downloadReport,SUCCESS,369,NORMAL
2026-02-11 12:18:30.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/config,SUCCESS,156,BOT
2026-02-11 12:18:30.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/downloadReport,FAIL,151,BOT
2026-02-11 12:18:31.271982,c798f024-fc52-4ff3-9027-d71f8dd606f8,192.168.1.22,/login,SUCCESS,421,NORMAL
2026-02-11 12:18:31.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.190,/updateProfile,FAIL,77,BOT
2026-02-11 12:18:31.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/getProfile,FAIL,110,BOT
2026-02-11 12:18:31.271982,6aafb3a5-9c50-4205-bd85-1f9286a277b2,192.168.1.20,/getProfile,SUCCESS,382,NORMAL
2026-02-11 12:18:31.271982,5a36b5db-d099-4acf-ac1d-086b3b1df5e9,192.168.1.21,/login,SUCCESS,291,NORMAL
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/getData,SUCCESS,117,BOT
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/getData,SUCCESS,139,BOT
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/login,SUCCESS,60,BOT
2026-02-11 12:18:32.271982,898fc63b-7cf6-4457-afbf-6ad6ea5a5014,192.168.1.24,/updateProfile,SUCCESS,260,NORMAL
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/getProfile,FAIL,128,BOT
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.190,/login,FAIL,106,BOT
2026-02-11 12:18:32.271982,a12dc67c-9be2-40e1-b08f-a22971bd149f,192.168.1.18,/getProfile,SUCCESS,380,NORMAL
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/getData,SUCCESS,130,BOT
2026-02-11 12:18:32.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/downloadReport,SUCCESS,104,BOT
2026-02-11 12:18:33.271982,1239d745-2d6a-4212-9a98-437636e71ef8,192.168.1.12,/getProfile,SUCCESS,303,NORMAL
2026-02-11 12:18:33.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/debug,FAIL,127,BOT
2026-02-11 12:18:33.271982,abe2cbd8-0fe1-4949-a5fa-d8601bfb502a,192.168.1.4,/getData,SUCCESS,329,NORMAL
2026-02-11 12:18:33.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/getData,SUCCESS,83,BOT
2026-02-11 12:18:33.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/admin,FAIL,87,BOT
2026-02-11 12:18:33.271982,734360cd-7fcc-4d24-9f35-c3fb97428f43,192.168.1.16,/updateProfile,SUCCESS,430,NORMAL
2026-02-11 12:18:33.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/login,FAIL,120,BOT
2026-02-11 12:18:33.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/login,SUCCESS,144,BOT
2026-02-11 12:18:33.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/getData,SUCCESS,81,BOT
2026-02-11 12:18:34.271982,31fe92a6-2a8f-43e5-814c-23c374c13448,192.168.1.8,/downloadReport,SUCCESS,438,NORMAL
2026-02-11 12:18:34.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/getData,SUCCESS,90,BOT
2026-02-11 12:18:34.271982,d2187ed8-059d-4a49-aa29-5b49db01452b,192.168.1.5,/getData,SUCCESS,138,NORMAL
2026-02-11 12:18:34.271982,a12dc67c-9be2-40e1-b08f-a22971bd149f,192.168.1.4,/login,SUCCESS,389,NORMAL
2026-02-11 12:18:34.271982,4144120c-b84a-418f-aa68-b48a637db0d1,192.168.1.4,/getProfile,SUCCESS,196,NORMAL
2026-02-11 12:18:34.271982,849c5303-537f-4b3a-ad49-8d5740c0bd60,192.168.1.16,/getProfile,SUCCESS,185,NORMAL
2026-02-11 12:18:34.271982,a12dc67c-9be2-40e1-b08f-a22971bd149f,192.168.1.8,/getProfile,SUCCESS,154,NORMAL
2026-02-11 12:18:35.271982,7f798159-13a1-4c96-b4dc-3a2e316a2aed,192.168.1.10,/downloadReport,SUCCESS,176,NORMAL
2026-02-11 12:18:35.271982,4850f688-8812-4442-a7fd-3f60ba665697,192.168.1.3,/updateProfile,SUCCESS,188,NORMAL
2026-02-11 12:18:35.271982,730e651c-94ca-4c46-9b23-8cd513571d15,192.168.1.18,/getData,FAIL,356,NORMAL
2026-02-11 12:18:35.271982,3296c975-23d6-4e71-9c79-a489b8de0c64,192.168.1.9,/downloadReport,SUCCESS,283,NORMAL
2026-02-11 12:18:35.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/getData,FAIL,54,BOT
2026-02-11 12:18:35.271982,39b23431-0983-4227-ab7e-deb0fc8b3c7b,192.168.1.12,/updateProfile,FAIL,432,NORMAL
2026-02-11 12:18:35.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/debug,SUCCESS,56,BOT
2026-02-11 12:18:36.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/login,SUCCESS,83,BOT
2026-02-11 12:18:36.271982,898fc63b-7cf6-4457-afbf-6ad6ea5a5014,192.168.1.11,/updateProfile,SUCCESS,231,NORMAL
2026-02-11 12:18:36.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/admin,FAIL,83,BOT
2026-02-11 12:18:36.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.8,/getData,SUCCESS,437,NORMAL
2026-02-11 12:18:36.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.242,/updateProfile,SUCCESS,88,BOT
2026-02-11 12:18:36.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/debug,SUCCESS,139,BOT
2026-02-11 12:18:36.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.213,/getData,FAIL,110,BOT
2026-02-11 12:18:37.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.190,/getData,SUCCESS,122,BOT
2026-02-11 12:18:37.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/getData,SUCCESS,130,BOT
2026-02-11 12:18:37.271982,5a36b5db-d099-4acf-ac1d-086b3b1df5e9,192.168.1.24,/updateProfile,SUCCESS,214,NORMAL
2026-02-11 12:18:37.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/internal,SUCCESS,89,BOT
2026-02-11 12:18:37.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/internal,FAIL,127,BOT
2026-02-11 12:18:37.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.23,/login,SUCCESS,352,NORMAL
2026-02-11 12:18:37.271982,30116273-bcd6-447c-b99e-ed4a0179e029,192.168.1.20,/downloadReport,SUCCESS,150,NORMAL
2026-02-11 12:18:37.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.65,/config,SUCCESS,90,BOT
2026-02-11 12:18:38.271982,a2512939-9fdc-4e7f-a2ab-8d24fc20cd80,192.168.1.17,/getData,SUCCESS,321,NORMAL
2026-02-11 12:18:38.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/debug,SUCCESS,152,BOT
2026-02-11 12:18:38.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/updateProfile,FAIL,81,BOT
2026-02-11 12:18:38.271982,a1a1f925-0474-438a-871c-0bcedb52c9c1,192.168.1.9,/login,SUCCESS,270,NORMAL
2026-02-11 12:18:38.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.127,/downloadReport,FAIL,49,BOT
2026-02-11 12:18:38.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/config,SUCCESS,123,BOT
2026-02-11 12:18:38.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.190,/getData,FAIL,80,BOT
2026-02-11 12:18:39.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/getData,FAIL,91,BOT
2026-02-11 12:18:39.271982,2d6d35e6-1d6c-4ad3-88c6-99c9f33fb6cb,192.168.1.19,/getData,SUCCESS,266,NORMAL
2026-02-11 12:18:39.271982,ce49750e-bbf7-4a8e-a210-838da9fa2031,192.168.1.13,/login,SUCCESS,229,NORMAL
2026-02-11 12:18:39.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/getData,FAIL,147,BOT
2026-02-11 12:18:39.271982,c29dd261-564d-4c25-b411-0a4ed1c66033,192.168.1.24,/downloadReport,SUCCESS,257,NORMAL
2026-02-11 12:18:39.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/config,FAIL,131,BOT
2026-02-11 12:18:39.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/updateProfile,SUCCESS,115,BOT
2026-02-11 12:18:40.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/config,FAIL,105,BOT
2026-02-11 12:18:40.271982,b52e2274-a776-4814-894f-24730bb068c5,192.168.1.17,/login,SUCCESS,351,NORMAL
2026-02-11 12:18:40.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/updateProfile,SUCCESS,159,BOT
2026-02-11 12:18:40.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.24,/updateProfile,SUCCESS,205,NORMAL
2026-02-11 12:18:40.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/updateProfile,FAIL,97,BOT
2026-02-11 12:18:40.271982,58449f6c-9042-4ff4-b4b4-3bcf127d22ab,192.168.1.14,/login,SUCCESS,399,NORMAL
2026-02-11 12:18:40.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.59,/downloadReport,SUCCESS,75,BOT
2026-02-11 12:18:40.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/config,FAIL,137,BOT
2026-02-11 12:18:40.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/login,SUCCESS,107,BOT
2026-02-11 12:18:41.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/config,SUCCESS,140,BOT
2026-02-11 12:18:41.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.242,/updateProfile,SUCCESS,134,BOT
2026-02-11 12:18:41.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.122,/getData,FAIL,45,BOT
2026-02-11 12:18:41.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.116,/admin,SUCCESS,94,BOT
2026-02-11 12:18:41.271982,1425f732-d3a6-48c8-9981-5f4d1fc2d92b,192.168.1.19,/updateProfile,SUCCESS,181,NORMAL
2026-02-11 12:18:41.271982,bad3fa47-4c05-4ce3-8825-b0809a911961,192.168.1.14,/login,SUCCESS,262,NORMAL
2026-02-11 12:18:41.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.14,/debug,FAIL,153,BOT
2026-02-11 12:18:41.271982,2fdaa25f-1b02-470b-a8c0-a8312b46d374,192.168.1.1,/login,SUCCESS,134,NORMAL
2026-02-11 12:18:42.271982,da04452d-c02a-4efc-b480-8095299ec7f0,192.168.1.13,/getData,SUCCESS,253,NORMAL
2026-02-11 12:18:42.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.24,/admin,SUCCESS,102,BOT
2026-02-11 12:18:42.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.128,/login,SUCCESS,103,BOT
2026-02-11 12:18:42.271982,31fe92a6-2a8f-43e5-814c-23c374c13448,192.168.1.22,/downloadReport,SUCCESS,240,NORMAL
2026-02-11 12:18:42.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.242,/downloadReport,FAIL,123,BOT
2026-02-11 12:18:42.271982,b74ceccf-ea51-4d39-a848-e4c50f7fa8d6,192.168.1.15,/updateProfile,SUCCESS,244,NORMAL
2026-02-11 12:18:42.271982,cb14123f-7dfa-4edf-b8c6-8e61db708855,10.0.0.163,/admin,FAIL,95,BOT
2026-02-11 12:18:43.271982,b52e2274-a776-4814-894f-24730bb068c5,192.168.1.1,/downloadReport,SUCCESS,172,NORMAL
2026-02-11 12:18:45.271982,3296c975-23d6-4e71-9c79-a489b8de0c64,192.168.1.13,/getProfile,SUCCESS,217,NORMAL
2026-02-11 12:18:45.271982,c811ae64-3746-4724-9142-276506f99d2f,192.168.1.12,/getData,SUCCESS,288,NORMAL
2026-02-11 12:18:45.271982,e1657d4d-4c6a-4727-bb67-0de508ccbc11,192.168.1.8,/getData,SUCCESS,208,NORMAL
2026-02-11 12:18:46.271982,b9d4405b-da58-4fa3-9568-9f61190139d4,192.168.1.21,/getProfile,SUCCESS,222,NORMAL
2026-02-11 12:18:46.271982,a2512939-9fdc-4e7f-a2ab-8d24fc20cd80,192.168.1.1,/login,SUCCESS,440,NORMAL
2026-02-11 12:18:46.271982,2975c29e-e0ac-4ba3-8118-915876444660,192.168.1.12,/updateProfile,SUCCESS,356,NORMAL
2026-02-11 12:18:47.271982,8dfe89c9-3315-43ad-884f-64875c10c992,192.168.1.3,/downloadReport,SUCCESS,408,NORMAL
2026-02-11 12:18:48.271982,6aafb3a5-9c50-4205-bd85-1f9286a277b2,192.168.1.3,/getProfile,SUCCESS,207,NORMAL
