api_key,total_requests,failed_requests,unique_ip_count,endpoint_variety,first_seen,last_seen,active_seconds,requests_per_min,fail_ratio,hour_of_access,risk_score,decision,true_type
3296c975-23d6-4e71-9c79-a489b8de0c64,350,13,24,5,2026-02-11 12:18:35.271982,2026-02-11 14:18:12.271982,7177.0,2.9260136547303888,0.037142857142857144,12,4,MONITOR,NORMAL
3683905a-32f9-491a-bded-4f0ae1656298,450,143,12,9,2026-02-11 12:41:17.271982,2026-02-11 13:00:42.271982,1165.0,23.17596566523605,0.31777777777777777,12,9,BLOCK,BOT
39b23431-0983-4227-ab7e-deb0fc8b3c7b,350,16,24,5,2026-02-11 12:18:35.271982,2026-02-11 14:17:54.271982,7159.0,2.933370582483587,0.045714285714285714,12,4,MONITOR,NORMAL
4144120c-b84a-418f-aa68-b48a637db0d1,350,18,24,5,2026-02-11 12:18:24.271982,2026-02-11 14:17:45.271982,7161.0,2.932551319648094,0.05142857142857143,12,4,MONITOR,NORMAL
462687c4-505a-4508-a903-b75c8ff21119,350,10,24,5,2026-02-11 12:19:05.271982,2026-02-11 14:18:04.271982,7139.0,2.9415884577671942,0.02857142857142857,12,4,MONITOR,NORMAL
4850f688-8812-4442-a7fd-3f60ba665697,350,16,24,5,2026-02-11 12:18:26.271982,2026-02-11 14:18:16.271982,7190.0,2.9207232267037555,0.045714285714285714,12,4,MONITOR,NORMAL
4df813a0-8cce-4b34-9c90-09c5d3fd7e92,350,16,24,5,2026-02-11 12:19:06.271982,2026-02-11 14:17:04.271982,7078.0,2.9669398135066403,0.045714285714285714,12,4,MONITOR,NORMAL
556c72a2-bbe0-478b-8c8f-bfdc24c3e6a2,450,165,12,9,2026-02-11 12:21:17.271982,2026-02-11 13:07:42.271982,2785.0,9.69479353680431,0.36666666666666664,12,9,BLOCK,BOT
55deeb26-e8f2-4ba5-aefa-f413a47ec863,350,28,24,5,2026-02-11 12:19:56.271982,2026-02-11 14:18:16.271982,7100.0,2.9577464788732395,0.08,12,4,MONITOR,NORMAL
57a41858-732c-4c26-ae98-a84d45e64316,350,11,24,5,2026-02-11 12:19:50.271982,2026-02-11 14:18:09.271982,7099.0,2.9581631215664177,0.03142857142857143,12,4,MONITOR,NORMAL
58449f6c-9042-4ff4-b4b4-3bcf127d22ab,350,14,24,5,2026-02-11 12:18:23.271982,2026-02-11 14:17:45.271982,7162.0,2.9321418598156943,0.04,12,4,MONITOR,NORMAL
59daf10b-6020-4d4f-945c-72dfd4192330,450,177,12,9,2026-02-11 12:34:17.271982,2026-02-11 13:11:42.271982,2245.0,12.02672605790646,0.3933333333333333,12,9,BLOCK,BOT
5a36b5db-d099-4acf-ac1d-086b3b1df5e9,350,11,24,5,2026-02-11 12:18:31.271982,2026-02-11 14:17:32.271982,7141.0,2.940764598795687,0.03142857142857143,12,4,MONITOR,NORMAL
5d008235-b74b-4e09-9fc5-1f0d150e8db6,350,14,24,5,2026-02-11 12:18:24.271982,2026-02-11 14:17:52.271982,7168.0,2.9296875,0.04,12,4,MONITOR,NORMAL
60dabbef-e5e3-436d-a260-96ecdf2f5ed9,350,16,24,5,2026-02-11 12:18:18.271982,2026-02-11 14:18:11.271982,7193.0,2.919505074377867,0.045714285714285714,12,4,MONITOR,NORMAL
6aafb3a5-9c50-4205-bd85-1f9286a277b2,350,5,24,5,2026-02-11 12:18:31.271982,2026-02-11 14:18:14.271982,7183.0,2.9235695391897534,0.014285714285714285,12,4,MONITOR,NORMAL
6db21c10-b130-4751-b705-d0f8edac87f1,450,143,12,9,2026-02-11 12:25:17.271982,2026-02-11 13:15:42.271982,3025.0,8.925619834710744,0.31777777777777777,12,9,BLOCK,BOT
730e651c-94ca-4c46-9b23-8cd513571d15,350,16,24,5,2026-02-11 12:18:35.271982,2026-02-11 14:18:04.271982,7169.0,2.9292788394476217,0.045714285714285714,12,4,MONITOR,NORMAL
734360cd-7fcc-4d24-9f35-c3fb97428f43,350,16,24,5,2026-02-11 12:18:33.271982,2026-02-11 14:18:14.271982,7181.0,2.924383790558418,0.045714285714285714,12,4,MONITOR,NORMAL
78f998a1-7ff9-4274-b72f-6add5220f9d1,450,162,12,9,2026-02-11 12:22:17.271982,2026-02-11 13:18:42.271982,3385.0,7.976366322008863,0.36,12,9,BLOCK,BOT
7d8b83ce-814a-4c96-b9bd-ee22f0094048,350,19,24,5,2026-02-11 12:19:00.271982,2026-02-11 14:18:09.271982,7149.0,2.937473772555602,0.054285714285714284,12,4,MONITOR,NORMAL
7e2e16c3-13c7-4fda-bdf8-27bbc00e603e,450,167,12,9,2026-02-11 12:27:17.271982,2026-02-11 13:16:42.271982,2965.0,9.106239460370995,0.3711111111111111,12,9,BLOCK,BOT
7f798159-13a1-4c96-b4dc-3a2e316a2aed,350,12,24,5,2026-02-11 12:18:24.271982,2026-02-11 14:17:54.271982,7170.0,2.928870292887029,0.03428571428571429,12,4,MONITOR,NORMAL
80fdc4fb-6071-494b-bd37-190617a9aa5e,450,128,12,9,2026-02-11 12:24:17.271982,2026-02-11 12:56:42.271982,1945.0,13.881748071979436,0.28444444444444444,12,6,THROTTLE,BOT
82804114-8974-4e41-b075-40bf9586ea8a,450,142,12,9,2026-02-11 12:39:17.271982,2026-02-11 13:07:42.271982,1705.0,15.835777126099707,0.31555555555555553,12,9,BLOCK,BOT
849c5303-537f-4b3a-ad49-8d5740c0bd60,350,19,24,5,2026-02-11 12:18:34.271982,2026-02-11 14:17:52.271982,7158.0,2.933780385582565,0.054285714285714284,12,4,MONITOR,NORMAL
898fc63b-7cf6-4457-afbf-6ad6ea5a5014,350,11,24,5,2026-02-11 12:18:32.271982,2026-02-11 14:17:54.271982,7162.0,2.9321418598156943,0.03142857142857143,12,4,MONITOR,NORMAL
8a792faa-1b0c-428d-96d7-0a36d817b0c3,350,17,24,5,2026-02-11 12:19:01.271982,2026-02-11 14:17:54.271982,7133.0,2.944062806673209,0.04857142857142857,12,4,MONITOR,NORMAL
8ba9340b-e1af-405b-a1da-c0d3513da7ce,450,157,12,9,2026-02-11 12:33:17.271982,2026-02-11 13:15:42.271982,2545.0,10.609037328094303,0.3488888888888889,12,9,BLOCK,BOT
8dfe89c9-3315-43ad-884f-64875c10c992,350,18,24,5,2026-02-11 12:18:47.271982,2026-02-11 14:18:01.271982,7154.0,2.935420743639922,0.05142857142857143,12,4,MONITOR,NORMAL
9d544e9b-98ec-4a02-b3c5-492c4e578959,350,12,24,5,2026-02-11 12:19:09.271982,2026-02-11 14:18:11.271982,7142.0,2.940352842341081,0.03428571428571429,12,4,MONITOR,NORMAL
a12dc67c-9be2-40e1-b08f-a22971bd149f,350,9,24,5,2026-02-11 12:18:19.271982,2026-02-11 14:18:08.271982,7189.0,2.9211295034079847,0.025714285714285714,12,4,MONITOR,NORMAL
a1a1f925-0474-438a-871c-0bcedb52c9c1,350,19,24,5,2026-02-11 12:18:38.271982,2026-02-11 14:17:59.271982,7161.0,2.932551319648094,0.054285714285714284,12,4,MONITOR,NORMAL
a2512939-9fdc-4e7f-a2ab-8d24fc20cd80,350,5,24,5,2026-02-11 12:18:20.271982,2026-02-11 14:18:01.271982,7181.0,2.924383790558418,0.014285714285714285,12,4,MONITOR,NORMAL
a421df05-54ca-4c73-9a05-37b437959c53,450,176,12,9,2026-02-11 12:28:17.271982,2026-02-11 13:09:42.271982,2485.0,10.865191146881289,0.39111111111111113,12,9,BLOCK,BOT
aabee5d2-4435-47f2-95e7-509996741bf6,350,17,24,5,2026-02-11 12:19:18.271982,2026-02-11 14:17:46.271982,7108.0,2.9544175576814857,0.04857142857142857,12,4,MONITOR,NORMAL
abe2cbd8-0fe1-4949-a5fa-d8601bfb502a,350,8,24,5,2026-02-11 12:18:33.271982,2026-02-11 14:18:11.271982,7178.0,2.9256060183895234,0.022857142857142857,12,4,MONITOR,NORMAL
ac451865-ffe0-471d-bc6c-1f690e316a25,450,163,12,9,2026-02-11 12:47:17.271982,2026-02-11 12:58:42.271982,685.0,39.416058394160586,0.3622222222222222,12,9,BLOCK,BOT
ae5e330f-c694-456d-ac5a-666b70eed26f,450,150,12,9,2026-02-11 12:32:17.271982,2026-02-11 13:16:42.271982,2665.0,10.131332082551594,0.3333333333333333,12,9,BLOCK,BOT
b52e2274-a776-4814-894f-24730bb068c5,350,12,24,5,2026-02-11 12:18:23.271982,2026-02-11 14:18:11.271982,7188.0,2.9215358931552586,0.03428571428571429,12,4,MONITOR,NORMAL
b5c2a717-579a-4efe-87a8-1539cbf57a74,350,11,24,5,2026-02-11 12:18:30.271982,2026-02-11 14:18:06.271982,7176.0,2.9264214046822743,0.03142857142857143,12,4,MONITOR,NORMAL
b5fb01af-9cf1-4d62-8ec6-b9f16392325a,350,16,24,5,2026-02-11 12:18:17.271982,2026-02-11 14:17:33.271982,7156.0,2.9346003353828953,0.045714285714285714,12,4,MONITOR,NORMAL
b74ceccf-ea51-4d39-a848-e4c50f7fa8d6,350,14,24,5,2026-02-11 12:18:42.271982,2026-02-11 14:17:56.271982,7154.0,2.935420743639922,0.04,12,4,MONITOR,NORMAL
b9d4405b-da58-4fa3-9568-9f61190139d4,350,17,24,5,2026-02-11 12:18:18.271982,2026-02-11 14:17:54.271982,7176.0,2.9264214046822743,0.04857142857142857,12,4,MONITOR,NORMAL
ba6ee2f7-2ed9-4d2e-98b6-f139b4844ba9,350,15,24,5,2026-02-11 12:18:20.271982,2026-02-11 14:17:32.271982,7152.0,2.936241610738255,0.04285714285714286,12,4,MONITOR,NORMAL
bad3fa47-4c05-4ce3-8825-b0809a911961,350,11,24,5,2026-02-11 12:18:24.271982,2026-02-11 14:18:16.271982,7192.0,2.9199110122358176,0.03142857142857143,12,4,MONITOR,NORMAL
c29dd261-564d-4c25-b411-0a4ed1c66033,350,13,24,5,2026-02-11 12:18:39.271982,2026-02-11 14:17:47.271982,7148.0,2.9378847229994403,0.037142857142857144,12,4,MONITOR,NORMAL
c6f3bc36-141e-4afb-8721-b53f5e50bcee,350,16,24,5,2026-02-11 12:18:25.271982,2026-02-11 14:18:10.271982,7185.0,2.922755741127349,0.045714285714285714,12,4,MONITOR,NORMAL
c798f024-fc52-4ff3-9027-d71f8dd606f8,350,17,24,5,2026-02-11 12:18:25.271982,2026-02-11 14:17:39.271982,7154.0,2.935420743639922,0.04857142857142857,12,4,MONITOR,NORMAL
c811ae64-3746-4724-9142-276506f99d2f,350,15,24,5,2026-02-11 12:18:29.271982,2026-02-11 14:18:01.271982,7172.0,2.928053541550474,0.04285714285714286,12,4,MONITOR,NORMAL
cb14123f-7dfa-4edf-b8c6-8e61db708855,450,164,12,9,2026-02-11 12:18:17.271982,2026-02-11 12:36:42.271982,1105.0,24.43438914027149,0.36444444444444446,12,9,BLOCK,BOT
ce49750e-bbf7-4a8e-a210-838da9fa2031,350,15,24,5,2026-02-11 12:18:30.271982,2026-02-11 14:18:16.271982,7186.0,2.922349011967715,0.04285714285714286,12,4,MONITOR,NORMAL
d2187ed8-059d-4a49-aa29-5b49db01452b,350,18,24,5,2026-02-11 12:18:18.271982,2026-02-11 14:17:59.271982,7181.0,2.924383790558418,0.05142857142857143,12,4,MONITOR,NORMAL
d223bc17-fbc7-44bc-81f5-5389ffe615c5,450,152,12,9,2026-02-11 12:58:17.271982,2026-02-11 13:18:42.271982,1225.0,22.04081632653061,0.3377777777777778,12,9,BLOCK,BOT
d2f5c86e-a2bf-4dee-a200-42dd8a4c324f,450,151,12,9,2026-02-11 12:36:17.271982,2026-02-11 13:13:42.271982,2245.0,12.02672605790646,0.33555555555555555,12,9,BLOCK,BOT
d53097be-b0e9-40db-a2a9-306e104d25d5,350,17,24,5,2026-02-11 12:19:16.271982,2026-02-11 14:18:10.271982,7134.0,2.9436501261564336,0.04857142857142857,12,4,MONITOR,NORMAL
d6257dec-4a32-4e7c-b62d-3d4c39a4cf06,450,143,12,9,2026-02-11 12:19:17.271982,2026-02-11 12:50:42.271982,1885.0,14.323607427055702,0.31777777777777777,12,9,BLOCK,BOT
da04452d-c02a-4efc-b480-8095299ec7f0,350,14,24,5,2026-02-11 12:18:42.271982,2026-02-11 14:18:07.271982,7165.0,2.930914166085136,0.04,12,4,MONITOR,NORMAL
e1657d4d-4c6a-4727-bb67-0de508ccbc11,350,16,24,5,2026-02-11 12:18:25.271982,2026-02-11 14:18:08.271982,7183.0,2.9235695391897534,0.045714285714285714,12,4,MONITOR,NORMAL
e32430d1-8cfc-40e4-aa5e-76d8d82f0980,450,149,12,9,2026-02-11 12:34:17.271982,2026-02-11 13:06:42.271982,1945.0,13.881748071979436,0.33111111111111113,12,9,BLOCK,BOT
edefa1a7-3cd4-40cb-ba62-919b617861fb,450,123,12,9,2026-02-11 13:00:17.271982,2026-02-11 13:16:42.271982,985.0,27.411167512690355,0.2733333333333333,13,6,THROTTLE,BOT
fd38ce38-3656-41c9-9ec0-b0e808c3ae80,350,13,24,5,2026-02-11 12:19:36.271982,2026-02-11 14:18:10.271982,7114.0,2.9519257801518135,0.037142857142857144,12,4,MONITOR,NORMAL
fdcedde5-14e2-4137-bea1-d8c493b47d65,350,11,24,5,2026-02-11 12:19:10.271982,2026-02-11 14:17:50.271982,7120.0,2.9494382022471908,0.03142857142857143,12,4,MONITOR,NORMAL
fdeb5cca-9cf9-49f8-993e-4266af5871c2,350,14,24,5,2026-02-11 12:18:54.271982,2026-02-11 14:17:47.271982,7133.0,2.944062806673209,0.04,12,4,MONITOR,NORMAL
